t_sta_info,t_sta_spec,t_sta_ad,t_sta_dat,t_sta_age
노목 - 정자목,은행나무 (Ginkgo biloba L.),청룡동 546,1980-12-08,623.0
노목 - 당산목,푸조나무 (Aphananthe aspera (Thunb.) Planch.),부곡2동 265-10,1980-12-08,423.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),두구동 1217-2,1980-12-08,363.0
노목 - 정자목,푸조나무 (Aphananthe aspera (Thunb.) Planch.),두구동 1192-1,1980-12-08,363.0
노목 - 당산목,푸조나무 (Aphananthe aspera (Thunb.) Planch.),두구동 1210-1,1980-12-21,623.0
노목 - 정자목,푸조나무 (Aphananthe aspera (Thunb.) Planch.),두구동 1217-2,1980-12-09,313.0
거목 - 정자목,소나무 (Pinus densiflora),강서구 대저2동 3872,1982-11-10,200.0
노거수 - 당산목,팽나무 (Celtis sinensis),강서구 범방동 1833,1982-11-10,190.0
노거수 - 당산목,느티나무 (Zelkova serrata),강서구 녹산동 1091,1982-11-10,340.0
노거수 - 당산목,팽나무 (Celtis sinensis),강서구 녹산동 730,1982-11-10,300.0
기타 - 기타,팽나무 (Celtis sinensis),강서구 녹산동 732,2022-01-12,102.0
노목 - 당산목,곰솔 (Pinus thunbergii Parl.),거제2동 800번지,,292.0
노목 - 당산목,팽나무 (Celtis sinensis Pers.),수영구 망미동 산7-2,1980-12-08,442.0
노목 - 정자목,소나무 (Pinus densiflora Siebold & Zucc.),수영구 수영동 229-1,1980-12-08,242.0
노목 - 정자목,소나무 (Pinus densiflora Siebold & Zucc.),수영구 수영동 229-1,1980-12-08,242.0
노목 - 정자목,팽나무 (Celtis sinensis Pers.),수영구 수영동 119,1980-12-08,192.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),수영구 수영동 231,1980-12-08,142.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),수영구 수영동 229-1,1980-12-08,142.0
노목 - 정자목,소나무 (Pinus densiflora Siebold & Zucc.),수영구 수영동 364,1980-12-08,242.0
노목 - 정자목,팽나무 (Celtis sinensis Pers.),수영구 남천동 199-1,2014-12-31,108.0
노목 - 당산목,팽나무 (Celtis sinensis Pers.),부산시 사상구 덕포2동 417-9,1980-12-08,374.0
노목 - 당산목,푸조나무 (Aphananthe aspera (Thunb.) Planchon),부산시 사상구 덕포2동 417-9,1980-12-08,374.0
노목 - 당산목,푸조나무 (Aphananthe aspera (Thunb.) Planchon),부산시 사상구 덕포2동 417-9,1980-12-08,374.0
노목 - 당산목,푸조나무 (Aphananthe aspera (Thunb.) Planchon),부산시 사상구 덕포2동 417-9,1980-12-08,374.0
노목 - 당산목,푸조나무 (Aphananthe aspera (Thunb.) Planchon),부산시 사상구 덕포2동 417-9,1980-12-08,374.0
노목 - 당산목,푸조나무 (Aphananthe aspera (Thunb.) Planchon),부산시 사상구 덕포2동 417-9,1980-12-08,374.0
노목 - 당산목,느티나무 (Zelkova serrata),덕포1동 712-8,1980-12-08,374.0
노목 - 당산목,팽나무 (Celtis sinensis),덕포1동 712-8,1980-12-08,374.0
노목 - 당산목,팽나무 (Celtis sinensis),엄궁동 633,1980-12-08,292.0
노목 - 당산목,곰솔 (Pinus densiflora Siebold & Zucc.),삼락동 396-10,1980-12-08,142.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),장안읍 장안리 294,1978-08-12,1344.0
노목 - 당산목,팽나무 (Celtis sinensis Pers.),장안읍 기룡리 764,1982-11-10,440.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),정관읍 방곡리 389-3,1982-11-10,440.0
노목 - 당산목,소나무 (Pinus densiflora Siebold & Zucc.),기장읍 죽성리 249,1997-02-04,425.0
노목 - 당산목,소나무 (Pinus densiflora Siebold & Zucc.),기장읍 죽성리 249,1997-02-04,425.0
노목 - 당산목,소나무 (Pinus densiflora Siebold & Zucc.),기장읍 죽성리 249,1997-02-04,425.0
노목 - 당산목,소나무 (Pinus densiflora Siebold & Zucc.),기장읍 죽성리 249,1997-02-04,425.0
노목 - 당산목,소나무 (Pinus densiflora Siebold & Zucc.),기장읍 죽성리 249,1997-02-04,425.0
노목 - 당산목,팽나무 (Celtis sinensis Pers.),장안읍 용소리 65-4,1982-11-10,380.0
노목 - 당산목,팽나무 (Celtis sinensis Pers.),장안읍 기룡리 300,1982-11-10,340.0
노목 - 당산목,소나무 (Pinus densiflora Siebold & Zucc.),일광면 학리 산37-1,1997-02-04,325.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),철마면 이곡리 556,1982-11-10,340.0
노목 - 당산목,팽나무 (Celtis sinensis Pers.),철마면 백길리 163,1982-11-10,440.0
노목 - 당산목,소나무 (Pinus densiflora Siebold & Zucc.),장안읍 임랑리 44-4,2010-12-12,512.0
노목 - 당산목,소나무 (Pinus densiflora Siebold & Zucc.),장안읍 임랑리 44-4,2010-12-12,512.0
노목 - 당산목,소나무 (Pinus densiflora Siebold & Zucc.),장안읍 덕선리 274,1982-11-10,220.0
노목 - 팽나무,팽나무 (Celtis sinensis Pers.),장안읍 용소리 408,1982-11-10,340.0
노목 - 당산목,팽나무 (Celtis sinensis Pers.),정관읍 예림리 415,1982-11-10,400.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),철마면 이곡리 735,1982-11-10,340.0
노목 - 당산목,소나무 (Pinus densiflora Siebold & Zucc.),정관읍 병산리 산2-1,2006-02-25,216.0
희귀목 - 풍치목,곰솔 (Pinus thunbergii Parl.),기장읍 청강리 523-4,2016-04-22,126.0
희귀목 - 풍치목,은행나무 (Ginkgo biloba L.),기장읍 청강리 813-13,2016-04-22,256.0
거목 - 풍치목,살구나무 (Prunus armeniaca var. ansu Maxim.),기장읍 교리 48,2016-04-22,156.0
노목 - 풍치목,곰솔 (Pinus thunbergii Parl.),장안읍 반룡리 821,2016-04-22,106.0
노목 - 풍치목,단풍나무 (Acer palmatum Thunb.),장안읍 장안리 598,2016-04-22,206.0
노목 - 풍치목,팽나무 (Celtis sinensis Pers.),정관읍 매학리 714-7,2016-04-22,306.0
노목 - 당산목,회화나무 (Sophora japonica L.),정관읍 용수리 1320,2016-04-22,106.0
노목 - 풍치목,소나무 (Zelkova serrata (Thunb.) Makino),정관읍 모전리 726,2016-04-22,106.0
노목 - 당산목,곰솔 (Pinus thunbergii Parl.),일광면 신평리 55-3,2016-04-22,106.0
노목 - 당산목,팽나무 (Celtis sinensis Pers.),일광면 화전리 111,2016-04-22,206.0
희귀목 - 풍치목,회화나무 (Sophora japonica L.),철마면 연구리 674,2016-04-22,186.0
노목 - 풍치목,회화나무 (Sophora japonica L.),철마면 연구리 688,2016-04-22,106.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,소나무 (Pinus densiflora Siebold & Zucc.),철마면 웅천리 산264-1,2016-04-22,256.0
노목 - 풍치목,팽나무 (Celtis sinensis Pers.),일광읍 삼성리 801,2022-01-12,111.0
노목 - 풍치목,팽나무 (Celtis sinensis Pers.),일광읍 삼성리 801,2022-01-12,141.0
거목 - 명목,이팝나무 (Chionanthus retusus Lindl. & Paxton),동산동 234.,2003-01-30,217.0
