t_ce_na,t_num,t_sdate,t_ty,t_fna,t_bna,t_tty,t_age,t_fr,t_gr,t_gr_num,t_rad,t_ad
서울특별시 강서구청,서16-6,1974-04-20,노목,느릅나무과,Zelkova serrata,느티나무,480,시·군나무,공원,,,서울특별시 강서구 방화동 799
서울특별시 강서구청,서16-5,1972-10-12,노목,측백나무과,Platycladus orientalis,측백나무,435,시·군나무,대,,,서울특별시 강서구 화곡동 452-7
서울특별시 종로구청,서1-15,1989-10-24,노목+거목,은행나무과,Ginkgo biloba,은행나무,260,도나무,학교용지,27057.9,서울특별시 종로구 필운대로 103,서울특별시 종로구 신교동 1-1
서울특별시 종로구청,서1-16,1968-07-03,노목+거목,소나무과,Pinus densiflora,소나무,180,시·군나무,대,3710.0,서울특별시 종로구 창의문로11길 4-1,서울특별시 종로구 부암동 201
서울특별시 종로구청,서1-17,1968-07-03,노목+거목,소나무과,Pinus densiflora,소나무,230,면나무,임야,6621.0,서울특별시 종로구 평창동 261-2,서울특별시 종로구 평창동 248-2
서울특별시 종로구청,서1-18,1981-10-27,노목+거목,은행나무과,Ginkgo biloba,은행나무,215,시·군나무,학교용지,47840.1,서울특별시 종로구 자하문로28가길 9,서울특별시 종로구 청운동 89-9
서울특별시 종로구청,서1-19,1981-10-27,노목+거목,느릅나무과,Zelkova serrata,느티나무,265,시·군나무,대,16191.8,서울특별시 종로구 홍지문길 64,서울특별시 종로구 구기동 40
서울특별시 종로구청,서1-20,1986-11-22,노목+거목,콩과,Sophora japonica,회화나무,210,면나무,대,14.2,서울특별시 종로구 율곡로3길 82,서울특별시 종로구 화동 138-32
서울특별시 종로구청,서1-21,1988-09-12,노목+거목,느릅나무과,Zelkova serrata,느티나무,310,시·군나무,대,658.4,서울특별시 종로구 창덕궁길 188-3,서울특별시 종로구 가회동 5
서울특별시 종로구청,서1-22,1989-10-24,노목+거목,느릅나무과,Zelkova serrata,느티나무,255,시·군나무,도로,2608.0,서울특별시 종로구 세검정로7나길 7-3,서울특별시 종로구 신영동 214-52
서울특별시 종로구청,서1-23,1996-08-16,노목+거목,느릅나무과,Ulmus pumila,비술나무,150,면나무,대,8712.4,서울특별시 종로구 삼청로 30,서울특별시 종로구 소격동 165
서울특별시 종로구청,서1-24,1996-08-16,노목+거목,느릅나무과,Ulmus pumila,비술나무,150,면나무,대,8712.4,서울특별시 종로구 삼청로 30,서울특별시 종로구 소격동 165
서울특별시 종로구청,서1-25,1996-08-16,노목+거목,느릅나무과,Ulmus pumila,비술나무,150,면나무,대,8712.4,서울특별시 종로구 삼청로 30,서울특별시 종로구 소격동 165
서울특별시 종로구청,서1-26,1972-10-12,노목+거목,느릅나무과,Zelkova serrata,느티나무,225,마을나무,학교용지,27057.9,서울특별시 종로구 필운대로 103,서울특별시 종로구 신교동 1-1
서울특별시 종로구청,서1-28,1968-07-03,노목+거목,소나무과,Pinus densiflora,소나무,180,마을나무,대,7183.0,서울특별시 종로구 평창11길 9-1,서울특별시 종로구 평창동 329-2
서울특별시 종로구청,서1-29,1972-10-12,노목+거목,느릅나무과,Zelkova serrata,느티나무,225,면나무,대,153.1,서울특별시 종로구 삼청로7가길 5,서울특별시 종로구 팔판동 2
서울특별시 종로구청,서1-30,2000-12-20,노목+거목,측백나무과,Juniperus chinensis,향나무,230,마을나무,사적지,40693.9,서울특별시 종로구 사직로9길 5,서울특별시 종로구 사직동 1-28
서울특별시 종로구청,서1-31,2007-11-29,노목+거목,소나무과,Pinus densiflora,소나무,100,마을나무,대,8712.4,서울특별시 종로구 삼청로 30,서울특별시 종로구 소격동 165
서울특별시 종로구청,서1-31,2007-11-29,노목+거목,소나무과,Pinus densiflora,소나무,100,마을나무,대,8712.4,서울특별시 종로구 삼청로 30,서울특별시 종로구 소격동 165
서울특별시 종로구청,서1-30,2000-12-20,노목+거목,측백나무과,Juniperus chinensis,향나무,230,마을나무,사적지,40693.9,서울특별시 종로구 사직로9길 5,서울특별시 종로구 사직동 1-28
서울특별시 종로구청,서1-29,1972-10-12,노목+거목,느릅나무과,Zelkova serrata,느티나무,225,면나무,대,153.1,서울특별시 종로구 삼청로7가길 5,서울특별시 종로구 팔판동 2
서울특별시 종로구청,서1-28,1968-07-03,노목+거목,소나무과,Pinus densiflora,소나무,180,마을나무,대,7183.0,서울특별시 종로구 평창11길 9-1,서울특별시 종로구 평창동 329-2
서울특별시 종로구청,서1-26,1972-10-12,노목+거목,느릅나무과,Zelkova serrata,느티나무,225,마을나무,학교용지,27057.9,서울특별시 종로구 필운대로 103,서울특별시 종로구 신교동 1-1
서울특별시 종로구청,서1-25,1996-08-16,노목+거목,느릅나무과,Ulmus pumila,비술나무,150,면나무,대,8712.4,서울특별시 종로구 삼청로 30,서울특별시 종로구 소격동 165
서울특별시 종로구청,서1-24,1996-08-16,노목+거목,느릅나무과,Ulmus pumila,비술나무,150,면나무,대,8712.4,서울특별시 종로구 삼청로 30,서울특별시 종로구 소격동 165
서울특별시 종로구청,서1-23,1996-08-16,노목+거목,느릅나무과,Ulmus pumila,비술나무,150,면나무,대,8712.4,서울특별시 종로구 삼청로 30,서울특별시 종로구 소격동 165
서울특별시 종로구청,서1-22,1989-10-24,노목+거목,느릅나무과,Zelkova serrata,느티나무,255,시·군나무,도로,2608.0,서울특별시 종로구 세검정로7나길 7-3,서울특별시 종로구 신영동 214-52
서울특별시 종로구청,서1-21,1988-09-12,노목+거목,느릅나무과,Zelkova serrata,느티나무,310,시·군나무,대,658.4,서울특별시 종로구 창덕궁길 188-3,서울특별시 종로구 가회동 5
서울특별시 종로구청,서1-20,1986-11-22,노목+거목,콩과,Sophora japonica,회화나무,210,면나무,대,14.2,서울특별시 종로구 율곡로3길 82,서울특별시 종로구 화동 138-32
서울특별시 종로구청,서1-19,1981-10-27,노목+거목,느릅나무과,Zelkova serrata,느티나무,265,시·군나무,대,16191.8,서울특별시 종로구 홍지문길 64,서울특별시 종로구 구기동 40
서울특별시 종로구청,서1-18,1981-10-27,노목+거목,은행나무과,Ginkgo biloba,은행나무,215,시·군나무,학교용지,47840.1,서울특별시 종로구 자하문로28가길 9,서울특별시 종로구 청운동 89-9
서울특별시 종로구청,서1-17,1968-07-03,노목+거목,소나무과,Pinus densiflora,소나무,230,면나무,임야,6621.0,서울특별시 종로구 평창동 261-2,서울특별시 종로구 평창동 248-2
서울특별시 종로구청,서1-16,1968-07-03,노목+거목,소나무과,Pinus densiflora,소나무,180,시·군나무,대,3710.0,서울특별시 종로구 창의문로11길 4-1,서울특별시 종로구 부암동 201
서울특별시 종로구청,서1-15,1989-10-24,노목+거목,은행나무과,Ginkgo biloba,은행나무,260,도나무,학교용지,27057.9,서울특별시 종로구 필운대로 103,서울특별시 종로구 신교동 1-1
서울특별시 종로구청,서1-14,1988-06-08,노목+거목,은행나무과,Ginkgo biloba,은행나무,510,시·군나무,학교용지,14205.0,서울특별시 종로구 창덕궁길 164,서울특별시 종로구 계동 1
서울특별시 종로구청,서1-13,1981-10-27,노목+거목,가래나무과,Pterocarya stenoptera,중국굴피,415,시·군나무,대,658.8,서울특별시 종로구 청운동 89-64,서울특별시 종로구 청운동 89-29
서울특별시 종로구청,서1-12,1981-10-27,노목+거목,느릅나무과,Zelkova serrata,느티나무,315,시·군나무,대,2612.9,서울특별시 종로구 창의문로 21,서울특별시 종로구 청운동 89-109
서울특별시 종로구청,서1-11,1981-10-27,노목+거목,소나무과,Pinus densiflora,소나무,315,마을나무,대,823.0,서울특별시 종로구 진흥로21길 12-6,서울특별시 종로구 구기동 81-38
서울특별시 종로구청,서1-10,1976-06-05,노목+거목,은행나무과,Ginkgo biloba,은행나무,420,도나무,대,676.5,서울특별시 종로구 사직로1가길 16,서울특별시 종로구 행촌동 1-18
서울특별시 종로구청,서1-9,1972-10-12,노목+거목,콩과,Sophora japonica,회화나무,450,시·군나무,종교용지,661.2,서울특별시 종로구 우정국로 55,서울특별시 종로구 견지동 45
서울특별시 종로구청,서1-8,1972-10-12,노목+거목,은행나무과,Ginkgo biloba,은행나무,425,시·군나무,사적지,1831.7,서울특별시 종로구 율곡로 99,서울특별시 종로구 와룡동 4-1
서울특별시 종로구청,서1-7,2000-06-05,노목+거목,콩과,Sophora japonica,회화나무,300,시·군나무,대,34183.3,서울특별시 종로구 북촌로5길 48,서울특별시 종로구 화동 2
서울특별시 종로구청,서1-6,1988-06-08,노목+거목,은행나무과,Zelkova serrata,느티나무,510,시·군나무,도로,1138.0,서울특별시 종로구 신영동 240-1,서울특별시 종로구 신영동 240-1
서울특별시 종로구청,서1-5,1981-10-27,노목+거목,콩과,Ginkgo biloba,은행나무,465,시·군나무,대,5054.6,서울특별시 종로구 종로33길 31,서울특별시 종로구 연지동 263
서울특별시 종로구청,서1-4,1981-10-27,노목+거목,느릅나무과,Sophora japonica,회화나무,515,시·군나무,대,8840.5,서울특별시 종로구 김상옥로 29,서울특별시 종로구 연지동 136-74
서울특별시 종로구청,서1-3,1981-10-27,노목+거목,은행나무과,Ginkgo biloba,은행나무,465,시·군나무,도로,4.2,서울특별시 종로구 인의동 48-55,서울특별시 종로구 인의동 48-55
서울특별시 종로구청,서1-2,1981-10-27,노목+거목,느릅나무과,Zelkova serrata,느티나무,565,시·군나무,학교용지,47840.1,서울특별시 종로구 자하문로28가길 9,서울특별시 종로구 청운동 89-9
서울특별시 종로구청,서1-1,1968-07-03,노목+거목,콩과,Sophora japonica,회화나무,430,시·군나무,대,3297.8,서울특별시 종로구 궁정동 55-3,서울특별시 종로구 궁정동 55-3
서울특별시 종로구청,서1-1,1968-07-03,노목+거목,콩과,Sophora japonica,회화나무,430,시·군나무,대,3297.8,서울특별시 종로구 궁정동 55-3,서울특별시 종로구 궁정동 55-3
서울특별시 종로구청,서1-2,1981-10-27,노목+거목,느릅나무과,Zelkova serrata,느티나무,565,시·군나무,학교용지,47840.1,서울특별시 종로구 자하문로28가길 9,서울특별시 종로구 청운동 89-9
서울특별시 종로구청,서1-3,1981-10-27,노목+거목,은행나무과,Ginkgo biloba,은행나무,465,시·군나무,도로,4.2,서울특별시 종로구 인의동 48-55,서울특별시 종로구 인의동 48-55
서울특별시 종로구청,서1-4,1981-10-27,노목+거목,느릅나무과,Sophora japonica,회화나무,515,시·군나무,대,8840.5,서울특별시 종로구 김상옥로 29,서울특별시 종로구 연지동 136-74
서울특별시 종로구청,서1-5,1981-10-27,노목+거목,콩과,Ginkgo biloba,은행나무,465,시·군나무,대,5054.6,서울특별시 종로구 종로33길 31,서울특별시 종로구 연지동 263
서울특별시 종로구청,서1-6,1988-06-08,노목+거목,은행나무과,Zelkova serrata,느티나무,510,시·군나무,도로,1138.0,서울특별시 종로구 신영동 240-1,서울특별시 종로구 신영동 240-1
서울특별시 종로구청,서1-7,2000-06-05,노목+거목,콩과,Sophora japonica,회화나무,300,시·군나무,대,34183.3,서울특별시 종로구 북촌로5길 48,서울특별시 종로구 화동 2
서울특별시 종로구청,서1-8,1972-10-12,노목+거목,은행나무과,Ginkgo biloba,은행나무,425,시·군나무,사적지,1831.7,서울특별시 종로구 율곡로 99,서울특별시 종로구 와룡동 4-1
서울특별시 종로구청,서1-9,1972-10-12,노목+거목,콩과,Sophora japonica,회화나무,450,시·군나무,종교용지,661.2,서울특별시 종로구 우정국로 55,서울특별시 종로구 견지동 45
서울특별시 종로구청,서1-10,1976-06-05,노목+거목,은행나무과,Ginkgo biloba,은행나무,420,도나무,대,676.5,서울특별시 종로구 사직로1가길 16,서울특별시 종로구 행촌동 1-18
서울특별시 종로구청,서1-11,1981-10-27,노목+거목,소나무과,Pinus densiflora,소나무,315,마을나무,대,823.0,서울특별시 종로구 진흥로21길 12-6,서울특별시 종로구 구기동 81-38
서울특별시 종로구청,서1-12,1981-10-27,노목+거목,느릅나무과,Zelkova serrata,느티나무,315,시·군나무,대,2612.9,서울특별시 종로구 창의문로 21,서울특별시 종로구 청운동 89-109
서울특별시 종로구청,서1-13,1981-10-27,노목+거목,가래나무과,Pterocarya stenoptera,중국굴피,415,시·군나무,대,658.8,서울특별시 종로구 청운동 89-64,서울특별시 종로구 청운동 89-29
서울특별시 종로구청,서1-14,1988-06-08,노목+거목,은행나무과,Ginkgo biloba,은행나무,510,시·군나무,학교용지,14205.0,서울특별시 종로구 창덕궁길 164,서울특별시 종로구 계동 1
서울특별시 강서구청,서16-4,1972-10-12,노목,측백나무과,Juniperus chinensis,향나무,435,시·군나무,잡종지,,서울특별시 강서구 하늘길 84,서울특별시 강서구 오곡동 1
서울특별시 강서구청,서16-3,1972-10-12,노목,은행나무과,Ginkgo biloba,은행나무,435,시·군나무,대,,,서울특별시 강서구 방화동 799
서울특별시 강서구청,서16-2,1974-04-20,노목,측백나무과,Juniperus chinensis,향나무,530,도나무,공원,,,서울특별시 강서구 방화동 837
서울특별시 강서구청,서16-1,1971-10-12,노목,은행나무과,Ginkgo biloba,은행나무,410,시·군나무,대,,,서울특별시 강서구 개화동 234-5
서울특별시 강서구청,서16-11,1981-10-27,노목,은행나무과,Ginkgo biloba,은행나무,215,면나무,대,,,서울특별시 강서구 개화동 459-1
서울특별시 강서구청,서16-10,1981-10-27,노목,은행나무과,Ginkgo biloba,은행나무,215,면나무,대,,,서울특별시 강서구 개화동 459-1
서울특별시 강서구청,서16-9,1988-04-25,노목,은행나무과,Ginkgo biloba,은행나무,410,시·군나무,대,,,서울특별시 강서구 가양동 146-65
서울특별시 동작구청,서20-6,2024-01-25,노목,느릅나무과,Zelkova serrata,느티나무,350,도나무,대,,"서울특별시 동작구 노량진로23가길 23 (본동, 래미안 트윈파크)",서울특별시 동작구 본동 494 래미안 트윈파크
서울특별시 중랑구청,서7-1,1981-10-27,노목+거목,,,느티나무,190,도나무,대,,,서울특별시 중랑구 면목본동 213-3
서울특별시노원구청,서11-14,2013-01-27,거목,두릅나무과,Kalopanax septemlobus(Thunb. Ex Murray),음나무,150,마을나무,도로,,,서울특별시 노원구 중계본동 산136-7
